file_id	source_id	id_lotto	cig	oggetto	sceltaContraente	importoAggiudicazione	importoSommeLiquidate	cfStrutturaProponente	strutturaProponente	dataInizio	dataUltimazione	dataUltimoAggiornamentoDataset
753ab7cdc5020bce718b1f611e1336ff	00112740824	eb29040d6a14e5535c8c30b03ed495f2569a4ed9	5046293CB5	LOCAZIONE TRIENNALE LOCALI DA ADIBIRE AD ARCHIVIO E CONNESSI SERVIZI	22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA	82049.22	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2013-05-01		2015-12-01
753ab7cdc5020bce718b1f611e1336ff	00112740824	b7afc767e48e9eb03f080749c79d3be749c269be	5126043081	NOLEGGIO BIENNALE CITOFLUORIMETRO A FLUSSO - RICERCA PON EPISUD 01-01-841 (DOTT DI MARCO)	22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA	87524.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2013-10-31		2015-12-01
753ab7cdc5020bce718b1f611e1336ff	00112740824	d512e3c4b194ad682c99a38cdda66a73b2ff251f	5183123069	FORNITURA ARREDI PER UFFICIO AREA TERRITORIALE DI CATANIA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	45337.5	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2013-11-21	2014-04-08	2015-12-01
753ab7cdc5020bce718b1f611e1336ff	00112740824	93136862d90bfb4abf89e820d30b769181f0bbf6	55026599D9	SISTEMA AMMINISTRATIVO CONTABILE	01-PROCEDURA APERTA	225366.93	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2015-01-16		2015-12-01
753ab7cdc5020bce718b1f611e1336ff	00112740824	dc68d299d6d0b4eecb3054c9715f41d21e19e561	5502683DA6	SISTEMA ECONOMICO E GIURIDICO DEL PERSONALE	01-PROCEDURA APERTA	132250.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2015-01-16		2015-12-01
753ab7cdc5020bce718b1f611e1336ff	00112740824	3cd9f9fdbeb431babf4c758f3e321459768ad58a	551393531B	FORNITURA DI 1 CAMPIONATORE ROBOTICO DESTINATO ALL&apos;AREA DIAGNOSTICA SIEROLOGICA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	74800.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2013-05-30	2014-05-30	2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	45bd4ff0f007aca8ec946a3a463286d195fec10b	5577796EDB	SERVIZIO ASSISTENZA E MANUTENZIONE SOFTWARE	23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	90885.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-02-07	2014-12-31	2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	90eb4a29509fd879c4695e5fa0a50152a838e7ff	5637190459	AREA BIOLOGIA MOLECOLARE - LABORATORIO TSE - PIANO DI SELEZIONE GENETICA REGIONALE PER LA SCRAPIE - FORNITURA DI KIT PER LA GENOTIPIZZAZIONE DELLA SCRAPIE - DITTA REAL GENE S.R.L.	06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006	86250.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-03-19	2014-03-19	2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	501c49aae28f2c220db532fd0e3ab3f463eee4fe	5642700757	NOLEGGIO ANNUALE DI CONTAINER PER STABULARIO E PER SALA OPERATORIA DELL&apos;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA	22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA	199200.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-07-31		2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	02f5eb07f5288c519306503309aeba1275752cfa	57034446E0	SERVIZIO DI RITIRO, TRASPORTO E SMALTIMENTO RIFIUTI E SOTTOPRODOTTI DI ORIGINE ANIMALE DELLA SEDE CENTRALE DELL&apos;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA - ANNO 2014	01-PROCEDURA APERTA	304980.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-10-01		2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	6410fbc87e02804c9263e1e60d234cf90d32900b	57189556F5	FORNITURA IN SERVICE DI DURATA BIENNALE DI N. 1 SISTEMA COMPLETO PER L&apos;EFFETTUAZIONE DI TEST DIAGNOSTICI PER LA DETERMINAZIONE DEL GENOTIPO OVINO E CAPRINO RESISTENTE/SENSIBILE ALLA SCRAPIE, DESTINATO AL LABORATORIO TSE DELLA SEDE CENTRALE DI PALERMO DELL&apos;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA	22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA	199840.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-10-06		2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	c634ab1cb2e2b5a0c9dff1f14c920c37c9c85f11	574834545B	FORNITURA DELLE ATTREZZATURE DI SPERIMENTAZIONE PRECLINICA SU PICCOLI ANIMALI, LABORATORIO, IMAGING, SALA OPERATORIA E ALLEVAMENTO - GABBIE E MATERIALI PER ALLEVAMENTO.	01-PROCEDURA APERTA	207830.4	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2015-01-23	2015-04-30	2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	6b8afdb4d7ba97563af286a1693798717c6f38d4	58290593A8	FORNITURA DI KIT PER L&apos;ATTIVITA&apos; DI BIOLOGIA MOLECOLARE	23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO	95339.4	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2014-05-20	2014-06-09	2015-12-01
635497f24b00be2fa61d32d0f0d44502	00112740824	bd14f62c5d4905bde612d67c91a36bbad913df83	58293156E9	FORNITURA DI 9 PRODUTTORI DI ACQUA PURA	08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO	41895.0	0.0	00112740824	ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SICILIA A. MI...	2015-06-03	2015-06-25	2015-12-01
7ef6205993d555649d9a65f0f6109aa9	01151150867	13fae3e60c8d6a5a264adc22513e1334ae13a488	4706990B04	SERVIZIO DI PULIZIA E SANIFICAZIONE DEGLI IMMOBILI DELL'ASP DI ENNA - PFE, L'OPEROSA, PULISERVICE	01-PROCEDURA APERTA	17365333.44	837862.7	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-04-01	2020-03-31	2015-01-21
7ef6205993d555649d9a65f0f6109aa9	01151150867	9dcfc9ae60b7b1b1efed81eddba69bd809b31e68	488254646B	ADESIONE CONVENZIONE CONSIP ACQUISTO PC E STAMPANTI	01-PROCEDURA APERTA	38079.6	38079.6	01151150867	AZIENDA SANITARIA PROVINCIALE DI ENNA	2014-02-06	2014-12-31	2015-01-21
